Manufacturer;Name;Number of Rollers;FTF;BSF;BPFO;BPFI
DODGE;F2BSC008LNL;8;0.36;2;3.05;4.94
DODGE;F2BSC008NL (A);9;0.39;2.32;3.57;5.42
DODGE;F2BSC008NL (B);9;0.39;2.35;3.58;5.41
DODGE;F2BSC008NL (C);8;0.36;2.05;3.07;4.92
DODGE;F2BSC010 (A);8;0.38;2.05;3.07;4.92
DODGE;F2BSC010 (B);8;0.38;2;3.05;4.94
DODGE;F2BSC010 (C);8;0.36;2.05;3.07;4.92
DODGE;F2BSC010FF;8;0.38;2;3.05;4.94
DODGE;F2BSC010L;8;0.36;2;3.05;4.94
DODGE;F2BSC010LFF;8;0.36;2;3.05;4.94
DODGE;F2BSC010NL;8;0.36;2.05;3.07;4.92
DODGE;F2BSC012 (A);8;0.36;2;3.05;4.94
DODGE;F2BSC012 (B);8;0.38;2;3.05;4.94
DODGE;F2BSC012FF;8;0.38;2;3.05;4.94
DODGE;F2BSC014;9;0.39;2.35;3.58;5.41
DODGE;F2BSC014FF;9;0.39;2.35;3.58;5.41
DODGE;F2BSC014NL;9;0.39;2.35;3.58;5.41
DODGE;F2BSC015;9;0.39;2.35;3.58;5.41
DODGE;F2BSC015NL;9;0.39;2.35;3.58;5.41
DODGE;F2BSC100;9;0.39;2.35;3.58;5.41
DODGE;F2BSC100FF;9;0.39;2.35;3.58;5.41
DODGE;F2BSC101;9;0.39;2.32;3.57;5.42
DODGE;F2BSC101FF;9;0.39;2.32;3.57;5.42
DODGE;F2BSC101NL;9;0.39;2.32;3.57;5.42
DODGE;F2BSC102;9;0.39;2.32;3.57;5.42
DODGE;F2BSC102NL;9;0.39;2.32;3.57;5.42
DODGE;F2BSC103;9;0.39;2.32;3.57;5.42
DODGE;F2BSC103FF;9;0.39;2.32;3.57;5.42
DODGE;F2BSC104;9;0.39;2.33;3.57;5.42
DODGE;F2BSC104FF;9;0.39;2.33;3.57;5.42
DODGE;F2BSC104NL;9;0.39;2.33;3.57;5.42
DODGE;F2BSC104S;9;0.39;2.32;3.57;5.42
DODGE;F2BSC104SNL;9;0.39;2.32;3.57;5.42
DODGE;F2BSC105;9;0.39;2.33;3.57;5.42
DODGE;F2BSC105FF;9;0.39;2.33;3.57;5.42
DODGE;F2BSC106;9;0.39;2.33;3.57;5.42
DODGE;F2BSC106FF;9;0.39;2.33;3.57;5.42
DODGE;F2BSC106NL;9;0.39;2.33;3.57;5.42
DODGE;F2BSC107;9;0.39;2.33;3.57;5.42
DODGE;F2BSC107NL;9;0.39;2.33;3.57;5.42
DODGE;F2BSC108;9;0.39;2.28;3.55;5.44
DODGE;F2BSC108FF;9;0.39;2.28;3.55;5.44
DODGE;F2BSC110 (A);9;0.39;2.28;3.55;5.44
DODGE;F2BSC110 (B);9;0.39;2.35;3.58;5.41
DODGE;F2BSC110FF;9;0.39;2.35;3.58;5.41
DODGE;F2BSC110L;9;0.39;2.35;3.58;5.41
DODGE;F2BSC110LNL;9;0.39;2.35;3.58;5.41
DODGE;F2BSC110NL;9;0.39;2.28;3.55;5.44
DODGE;F2BSC111;9;0.39;2.35;3.58;5.41
DODGE;F2BSC111FF;9;0.39;2.35;3.58;5.41
DODGE;F2BSC112;9;0.39;2.35;3.58;5.41
DODGE;F2BSC112FF;9;0.39;2.35;3.58;5.41
DODGE;F2BSC112NL;9;0.39;2.35;3.58;5.41
DODGE;F2BSC113;9;0.39;2.35;3.58;5.41
DODGE;F2BSC113NL;9;0.39;2.35;3.58;5.41
DODGE;F2BSC115;10;0.4;2.67;4.09;5.9
DODGE;F2BSC115FF;10;0.4;2.67;4.09;5.9
DODGE;F2BSC115NL;10;0.4;2.67;4.09;5.9
DODGE;F2BSC17M (A);8;0.38;2.05;3.07;4.92
DODGE;F2BSC17M (B);8;0.36;2.05;3.07;4.92
DODGE;F2BSC17MFF;8;0.36;2.05;3.07;4.92
DODGE;F2BSC17MNL;8;0.38;2.05;3.07;4.92
DODGE;F2BSC200 (A);10;0.4;2.67;4.09;5.9
DODGE;F2BSC200 (B);10;0.4;2.65;4.09;5.9
DODGE;F2BSC200FF;10;0.4;2.67;4.09;5.9
DODGE;F2BSC200NL;10;0.4;2.67;4.09;5.9
DODGE;F2BSC203;10;0.4;2.65;4.09;5.9
DODGE;F2BSC203FF;10;0.4;2.65;4.09;5.9
DODGE;F2BSC203NL;10;0.4;2.65;4.09;5.9
DODGE;F2BSC204 (A);10;0.4;2.65;4.09;5.9
DODGE;F2BSC204 (B);10;0.4;2.61;4.07;5.92
DODGE;F2BSC204FF;10;0.4;2.61;4.07;5.92
DODGE;F2BSC204NL;10;0.4;2.65;4.09;5.9
DODGE;F2BSC207;10;0.4;2.61;4.07;5.92
DODGE;F2BSC207FF;10;0.4;2.61;4.07;5.92
DODGE;F2BSC207NL;10;0.4;2.61;4.07;5.92
DODGE;F2BSC20M;8;0.36;2;3.05;4.94
DODGE;F2BSC20MFF;8;0.38;2;3.05;4.94
DODGE;F2BSC20ML;8;0.38;2;3.05;4.94
DODGE;F2BSC25M;9;0.39;2.35;3.58;5.41
DODGE;F2BSC25MFF;9;0.39;2.35;3.58;5.41
DODGE;F2BSC25MNL;9;0.39;2.35;3.58;5.41
DODGE;F2BSC30M;9;0.39;2.32;3.57;5.42
DODGE;F2BSC30MNL;9;0.39;2.32;3.57;5.42
DODGE;F2BSC35M;9;0.39;2.33;3.57;5.42
DODGE;F2BSC35MFF;9;0.39;2.33;3.57;5.42
DODGE;F2BSC40M;9;0.39;2.28;3.55;5.44
DODGE;F2BSC40MFF;9;0.39;2.28;3.55;5.44
DODGE;F2BSC40MNL;9;0.39;2.28;3.55;5.44
DODGE;F2BSC45M;9;0.39;2.35;3.58;5.41
DODGE;F2BSC45MFF;9;0.39;2.35;3.58;5.41
DODGE;F2BSC45MKRMS;9;0.39;2.35;3.58;5.41
DODGE;F2BSC45MNL;9;0.39;2.35;3.58;5.41
DODGE;F2BSC50M;10;0.4;2.67;4.09;5.9
DODGE;F2BSC50MFF;10;0.4;2.67;4.09;5.9
DODGE;F2BSC55M;10;0.4;2.65;4.09;5.9
DODGE;F2BSC55MFF;10;0.4;2.65;4.09;5.9
DODGE;F2BSC55MNL;10;0.4;2.65;4.09;5.9
DODGE;F2BSC60M;10;0.4;2.61;4.07;5.92
DODGE;F2BSC60MFF;10;0.4;2.61;4.07;5.92
DODGE;F2BSC60MNL;10;0.4;2.61;4.07;5.92
DODGE;F2BSCAH008 (A);8;0.38;2;3.05;4.94
DODGE;F2BSCAH008 (B);8;0.38;2.05;3.07;4.92
DODGE;F2BSCAH008 (C);9;0.39;2.32;3.57;5.42
DODGE;F2BSCAH008 (D);9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH008 (E);8;0.36;2.05;3.07;4.92
DODGE;F2BSCAH010 (A);8;0.38;2.05;3.07;4.92
DODGE;F2BSCAH010 (B);8;0.38;2;3.05;4.94
DODGE;F2BSCAH010 (C);8;0.36;2.05;3.07;4.92
DODGE;F2BSCAH012;8;0.38;2;3.05;4.94
DODGE;F2BSCAH014;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH015;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH100;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH101;9;0.39;2.32;3.57;5.42
DODGE;F2BSCAH102;9;0.39;2.32;3.57;5.42
DODGE;F2BSCAH103;9;0.39;2.32;3.57;5.42
DODGE;F2BSCAH104;9;0.39;2.33;3.57;5.42
DODGE;F2BSCAH104S;9;0.39;2.32;3.57;5.42
DODGE;F2BSCAH105;9;0.39;2.33;3.57;5.42
DODGE;F2BSCAH106;9;0.39;2.33;3.57;5.42
DODGE;F2BSCAH107;9;0.39;2.33;3.57;5.42
DODGE;F2BSCAH108;9;0.39;2.28;3.55;5.44
DODGE;F2BSCAH110;9;0.39;2.28;3.55;5.44
DODGE;F2BSCAH110L;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH111;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH112;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH113;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH115;10;0.4;2.67;4.09;5.9
DODGE;F2BSCAH17M;8;0.38;2.05;3.07;4.92
DODGE;F2BSCAH200 (A);10;0.4;2.67;4.09;5.9
DODGE;F2BSCAH200 (B);10;0.4;2.65;4.09;5.9
DODGE;F2BSCAH203;10;0.4;2.65;4.09;5.9
DODGE;F2BSCAH204 (A);10;0.4;2.65;4.09;5.9
DODGE;F2BSCAH204 (B);10;0.4;2.61;4.07;5.92
DODGE;F2BSCAH207;10;0.4;2.61;4.07;5.92
DODGE;F2BSCAH20M;8;0.36;2;3.05;4.94
DODGE;F2BSCAH20ML;8;0.38;2;3.05;4.94
DODGE;F2BSCAH25M;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH30M;9;0.39;2.32;3.57;5.42
DODGE;F2BSCAH35M;9;0.39;2.33;3.57;5.42
DODGE;F2BSCAH40M;9;0.39;2.28;3.55;5.44
DODGE;F2BSCAH45M;9;0.39;2.35;3.58;5.41
DODGE;F2BSCAH50M;10;0.4;2.67;4.09;5.9
DODGE;F2BSCAH55M;10;0.4;2.65;4.09;5.9
DODGE;F2BSCAH60M;10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ008(CR,NY) (A);8;0.38;2;3.05;4.94
DODGE;F2BSCEZ008(CR,NY) (B);8;0.38;2.05;3.07;4.92
DODGE;F2BSCEZ008LPCR;8;0.36;2;3.05;4.94
DODGE;F2BSCEZ008NY (A);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ008NY (B);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ008NY (C);8;0.36;2.05;3.07;4.92
DODGE;F2BSCEZ008P(BEV) (A);8;0.38;2;3.05;4.94
DODGE;F2BSCEZ008P(BEV) (B);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ008P(BEV) (C);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ008P(BEV) (D);8;0.38;2.05;3.07;4.92
DODGE;F2BSCEZ008PCR (A);9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ008PCR (B);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ008PCR (C);10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ008PCR (D);8;0.38;2;3.05;4.94
DODGE;F2BSCEZ010;8;0.38;2;3.05;4.94
DODGE;F2BSCEZ010(CR,NY) (A);8;0.38;2.05;3.07;4.92
DODGE;F2BSCEZ010(CR,NY) (B);8;0.38;2;3.05;4.94
DODGE;F2BSCEZ010LPCR;8;0.36;2;3.05;4.94
DODGE;F2BSCEZ010NY;8;0.38;2.05;3.07;4.92
DODGE;F2BSCEZ010P(BEV);8;0.38;2.05;3.07;4.92
DODGE;F2BSCEZ010PCR;8;0.38;2.05;3.07;4.92
DODGE;F2BSCEZ012;8;0.38;2;3.05;4.94
DODGE;F2BSCEZ012(CR,NY);8;0.38;2;3.05;4.94
DODGE;F2BSCEZ012P(BEV);8;0.36;2;3.05;4.94
DODGE;F2BSCEZ012PCR;8;0.38;2;3.05;4.94
DODGE;F2BSCEZ014;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ014(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ014P(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ014PCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ015;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ015(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ015P(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ015PCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ100;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ100(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ100P(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ100PCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ101;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ101(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ101P(BEV);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ101PCR;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ102;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ102(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ102P(BEV);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ102PCR;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ103;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ103(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ103P(BEV);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ103PCR;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ104;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ104(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ104P(BEV);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ104PCR;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ104S;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ104S(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ104SP(BEV);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ104SPCR;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ105;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ105(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ105P(BEV);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ105PCR;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ106;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ106(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ106P(BEV);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ106PCR;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ107;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ107(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ107P(BEV);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ107PCR;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ108;9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ108(CR,NY);9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ108P(BEV);9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ108PCR;9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ110;9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ110(CR,NY);9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ110L(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ110LP(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ110LPCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ110NY;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ110P(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ110PCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ111;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ111(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ111P(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ111PCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ112;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ112(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ112P(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ112PCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ113;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ113(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ113P(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ113PCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ115;10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ115(CR,NY);10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ115NY;10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ115P(BEV);10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ115PCR;10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ17M(CR,NY);8;0.38;2.05;3.07;4.92
DODGE;F2BSCEZ17MP(BEV);8;0.36;2.05;3.07;4.92
DODGE;F2BSCEZ17MPCR;8;0.38;2.05;3.07;4.92
DODGE;F2BSCEZ200;10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ200(CR,NY) (A);10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ200(CR,NY) (B);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ200NY;10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ200P(BEV);10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ200PCR;10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ203(CR,NY);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ203P(BEV);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ203PCR;10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ204(CR,NY) (A);10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ204(CR,NY) (B);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ204NY;10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ204P(BEV);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ204PCR (A);10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ204PCR (B);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ207(CR,NY);10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ207P(BEV);10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ207PCR;10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ20M;8;0.38;2;3.05;4.94
DODGE;F2BSCEZ20M(CR,NY);8;0.38;2;3.05;4.94
DODGE;F2BSCEZ20MP(BEV);8;0.36;2;3.05;4.94
DODGE;F2BSCEZ20MPCR;8;0.38;2;3.05;4.94
DODGE;F2BSCEZ25M;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ25M(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ25MKRMS;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ25MNY;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ25MP(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ25MPCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ30M;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ30M(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ30MP(BEV);9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ30MPCR;9;0.39;2.32;3.57;5.42
DODGE;F2BSCEZ35M;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ35M(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ35MP(BEV);9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ35MPCR;9;0.39;2.33;3.57;5.42
DODGE;F2BSCEZ40M;9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ40M(CR,NY);9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ40MP(BEV);9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ40MPCR;9;0.39;2.28;3.55;5.44
DODGE;F2BSCEZ45M;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ45M(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ45MNY;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ45MP(BEV);9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ45MPCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCEZ50M;10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ50M(CR,NY);10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ50MP(BEV);10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ50MPCR;10;0.4;2.67;4.09;5.9
DODGE;F2BSCEZ55M(CR,NY);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ55MP(BEV);10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ55MPCR;10;0.4;2.65;4.09;5.9
DODGE;F2BSCEZ60M(CR,NY);10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ60MNY;10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ60MP(BEV);10;0.4;2.61;4.07;5.92
DODGE;F2BSCEZ60MPCR;10;0.4;2.61;4.07;5.92
DODGE;F2BSCM100;9;0.39;2.32;3.57;5.42
DODGE;F2BSCM100(NL,FF);9;0.39;2.32;3.57;5.42
DODGE;F2BSCM103;9;0.39;2.33;3.57;5.42
DODGE;F2BSCM104;9;0.39;2.33;3.57;5.42
DODGE;F2BSCM107;9;0.39;2.28;3.55;5.44
DODGE;F2BSCM108(NL,FF);9;0.39;2.35;3.58;5.41
DODGE;F2BSCM111(NL,FF);10;0.4;2.67;4.09;5.9
DODGE;F2BSCM112;10;0.4;2.67;4.09;5.9
DODGE;F2BSCM112(NL,FF);10;0.4;2.67;4.09;5.9
DODGE;F2BSCM115;10;0.4;2.65;4.09;5.9
DODGE;F2BSCM200(NL,FF);10;0.4;2.65;4.09;5.9
DODGE;F2BSCM203;10;0.4;2.61;4.07;5.92
DODGE;F2BSCM204;10;0.4;2.61;4.07;5.92
DODGE;F2BSCM204(NL,FF);10;0.4;2.61;4.07;5.92
DODGE;F2BSCM50M;10;0.4;2.65;4.09;5.9
DODGE;F2BSCM55M;10;0.4;2.61;4.07;5.92
DODGE;F2BSCM55M(NL,FF);10;0.4;2.61;4.07;5.92
DODGE;F2BSCNP008 (A);9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP008 (B);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP008 (C);8;0.36;2.05;3.07;4.92
DODGE;F2BSCNP008CR (A);8;0.38;2;3.05;4.94
DODGE;F2BSCNP008CR (B);9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP008CR (C);10;0.4;2.65;4.09;5.9
DODGE;F2BSCNP008CR (D);8;0.38;2.05;3.07;4.92
DODGE;F2BSCNP008(CR,NY) (A);8;0.38;2.05;3.07;4.92
DODGE;F2BSCNP008(CR,NY) (B);8;0.38;2;3.05;4.94
DODGE;F2BSCNP008LCR;8;0.36;2;3.05;4.94
DODGE;F2BSCNP010;8;0.38;2.05;3.07;4.92
DODGE;F2BSCNP010CR;8;0.38;2.05;3.07;4.92
DODGE;F2BSCNP010(CR,NY) (A);8;0.38;2;3.05;4.94
DODGE;F2BSCNP010(CR,NY) (B);8;0.38;2.05;3.07;4.92
DODGE;F2BSCNP012;8;0.36;2;3.05;4.94
DODGE;F2BSCNP012CR;8;0.38;2;3.05;4.94
DODGE;F2BSCNP012(CR,NY);8;0.38;2;3.05;4.94
DODGE;F2BSCNP014CR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP014(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP015;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP015(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP100;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP100CR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP100(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP101CR;9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP101(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP102;9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP102(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP103;9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP103CR;9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP103(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP104CR;9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP104(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP104S;9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP104S(CR,NY);9;0.39;2.32;3.57;5.42
DODGE;F2BSCNP105;9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP105CR;9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP105(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP106CR;9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP106(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP107;9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP107(CR,NY);9;0.39;2.33;3.57;5.42
DODGE;F2BSCNP108;9;0.39;2.28;3.55;5.44
DODGE;F2BSCNP108CR;9;0.39;2.28;3.55;5.44
DODGE;F2BSCNP108(CR,NY);9;0.39;2.28;3.55;5.44
DODGE;F2BSCNP110;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP110CR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP110(CR,NY);9;0.39;2.28;3.55;5.44
DODGE;F2BSCNP110LCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP110L(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP111;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP111(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP112;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP112CR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP112(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP113CR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP113(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP115;10;0.4;2.67;4.09;5.9
DODGE;F2BSCNP115CR;10;0.4;2.67;4.09;5.9
DODGE;F2BSCNP115(CR,NY);10;0.4;2.67;4.09;5.9
DODGE;F2BSCNP17M;8;0.38;2.05;3.07;4.92
DODGE;F2BSCNP17M(CR,NY);8;0.38;2.05;3.07;4.92
DODGE;F2BSCNP200;10;0.4;2.65;4.09;5.9
DODGE;F2BSCNP200CR;10;0.4;2.67;4.09;5.9
DODGE;F2BSCNP200(CR,NY) (A);10;0.4;2.65;4.09;5.9
DODGE;F2BSCNP200(CR,NY) (B);10;0.4;2.67;4.09;5.9
DODGE;F2BSCNP203;10;0.4;2.65;4.09;5.9
DODGE;F2BSCNP203(CR,NY);10;0.4;2.65;4.09;5.9
DODGE;F2BSCNP204 (A);10;0.4;2.61;4.07;5.92
DODGE;F2BSCNP204 (B);10;0.4;2.65;4.09;5.9
DODGE;F2BSCNP204CR;10;0.4;2.61;4.07;5.92
DODGE;F2BSCNP204(CR,NY) (A);10;0.4;2.65;4.09;5.9
DODGE;F2BSCNP204(CR,NY) (B);10;0.4;2.61;4.07;5.92
DODGE;F2BSCNP207;10;0.4;2.61;4.07;5.92
DODGE;F2BSCNP207(CR,NY);10;0.4;2.61;4.07;5.92
DODGE;F2BSCNP20M;8;0.36;2;3.05;4.94
DODGE;F2BSCNP20MCR;8;0.38;2;3.05;4.94
DODGE;F2BSCNP20M(CR,NY);8;0.38;2;3.05;4.94
DODGE;F2BSCNP25M;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP25MCR;9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP25M(CR,NY);9;0.39;2.35;3.58;5.41
DODGE;F2BSCNP30MCR;9;0.39;2.32;3.57;5.42
